student_id,score,study_hours,status
1001,61.0,2.216120585563797,In Progress
1002,56.0,16.670121509593145,Passed
1003,78.0,6.5552790978316695,Passed
1004,60.0,9.43446963562118,Failed
1005,82.0,1.41635324672517,Passed
1006,55.0,6.719875478851948,Failed
1007,96.0,10.549993609972478,Passed
1008,64.0,2.0673454696013414,In Progress
1009,81.0,10.330818858280136,Passed
1010,60.0,18.61510194831012,Failed
1011,74.0,3.0024711440482994,Passed
1012,75.0,15.524373833434582,In Progress
1013,83.0,10.226638879347412,Failed
1014,95.0,10.226638879347412,In Progress
1015,83.0,5.944495361719357,In Progress
1016,78.0,4.030352988285808,Failed
1017,53.0,4.048789671153302,In Progress
1018,66.0,2.339346967219748,In Progress
1019,84.0,4.5272873931236175,Passed
1020,62.0,13.620168314790398,In Progress
1021,90.0,17.752121625026653,In Progress
1022,88.0,16.468388026232077,In Progress
1023,64.0,14.017551887615198,In Progress
1024,78.0,3.09820540481095,Failed
1025,78.0,6.494561479623047,Passed
1026,60.0,6.886330631126911,In Progress
1027,81.0,5.749181981554804,In Progress
1028,51.0,10.78510753448474,Failed
1029,96.0,11.17552248271378,In Progress
1030,74.0,7.780833528251094,Failed
1031,69.0,7.721994015992284,Passed
1032,71.0,16.742556360215545,Passed
1033,60.0,15.996564118074026,In Progress
1034,76.0,6.848120801934167,In Progress
1035,52.0,18.361980433591928,In Progress
1036,66.0,19.10348532304761,Failed
1037,93.0,7.208108298570775,In Progress
1038,77.0,7.734074027068043,In Progress
1039,78.0,10.607048915017218,Passed
1040,70.0,18.8812954381398,In Progress
1041,96.0,17.65006922970392,Passed
1042,65.0,2.948791289088206,In Progress
1043,74.0,8.461884122156908,Passed
1044,69.0,11.514052605245665,In Progress
1045,55.0,10.55951697847926,Passed
1046,68.0,4.683398290800961,Failed
1047,54.0,17.317518652194938,Passed
1048,52.0,13.86187487693991,Passed
1049,50.0,16.92025912218427,Passed
1050,87.0,17.31652130763997,In Progress
1051,64.0,15.218761219649055,In Progress
1052,83.0,9.345001423744629,In Progress
1053,84.0,12.600388345293066,Failed
1054,98.0,10.226638879347412,Failed
1055,74.0,13.799262932023248,Passed
1056,73.0,4.405811859046334,Failed
1057,61.0,14.18504221969298,Passed
1058,67.0,5.362365054325404,Passed
1059,74.0,3.2334747028541795,Passed
1060,93.0,4.140405312716191,Failed
1061,65.0,1.0378505691623352,In Progress
1062,76.0,10.226638879347412,Failed
1063,57.0,14.915619932109204,Passed
1064,95.0,10.78373364835193,Passed
1065,74.0,4.06589322005229,Failed
1066,66.0,2.587532412703105,Passed
1067,78.0,1.3634503623084533,Passed
1068,57.0,4.149215362339193,Failed
1069,64.0,17.926255164679787,Failed
1070,76.0,5.589199992331953,Failed
1071,95.0,7.731155217127098,Passed
1072,99.0,3.0015642051453306,Passed
1073,74.0,5.224864790215236,In Progress
1074,52.0,10.865266844823898,In Progress
1075,78.0,12.5473009788174,Failed
1076,93.0,5.66169396915801,In Progress
1077,73.0,2.096911025277227,Passed
1078,52.0,8.429624513420574,In Progress
1079,69.0,5.449864047600348,Passed
1080,95.0,5.171524541366237,Failed
1081,64.0,19.23739325155565,Failed
1082,74.0,12.709709232588756,Passed
1083,79.0,11.58069042026982,In Progress
1084,63.0,8.899726966943117,Failed
1085,56.0,9.14994233517274,Failed
1086,66.0,11.277195072923536,In Progress
1087,93.0,14.232166333686038,In Progress
1088,69.0,14.34077582745476,Passed
1089,85.0,4.2621842464035415,In Progress
1090,58.0,10.502142289455913,In Progress
1091,87.0,8.827203805647937,In Progress
1092,97.0,17.5400123591183,Passed
1093,71.0,12.996959503149151,Passed
1094,51.0,11.117577261903657,Failed
1095,73.0,3.19249820139943,Passed
1096,57.0,12.507119897144818,Failed
1097,60.0,3.226874207924435,In Progress
1098,62.0,7.40692493574929,Failed
1099,74.0,3.7139973314723056,Failed
1100,57.0,14.14939929346301,In Progress
1101,74.0,4.9187901628869,Failed
1102,67.0,8.445328090572493,Passed
1103,79.0,18.0178207747568,Passed
1104,67.0,4.882011284580436,Passed
1105,95.0,10.648296215216805,Passed
1106,96.0,8.966161562154419,Failed
1107,80.0,1.344356779868865,Failed
1108,87.0,16.062404157883442,In Progress
1109,81.0,2.3118722199773947,Failed
1110,60.0,10.010845398562118,Failed
1111,94.0,11.65288760384005,Failed
1112,74.0,12.940102675677156,In Progress
1113,82.0,14.084000956849636,Passed
1114,87.0,5.812175286931587,Failed
1115,90.0,1.189596756510538,In Progress
1116,57.0,14.745429584743327,In Progress
1117,60.0,11.177475387603993,In Progress
1118,71.0,16.886236360937726,Passed
1119,73.0,16.606378895113192,Failed
1120,90.0,17.02319718796978,In Progress
1121,66.0,10.216798539611265,Passed
1122,61.0,7.338939520900447,In Progress
1123,95.0,16.039605849236032,In Progress
1124,81.0,10.226638879347412,In Progress
1125,64.0,4.485401731665256,In Progress
1126,65.0,17.244506371668013,In Progress
1127,71.0,17.7686376586746,Passed
1128,77.0,9.859885366663232,Failed
1129,74.0,2.4382948188859617,Failed
1130,82.0,8.368695708421694,Failed
1131,59.0,16.267215529789464,Failed
1132,89.0,18.133706542378345,Passed
1133,81.0,4.865982107454321,Passed
1134,99.0,2.272498628480159,Passed
1135,82.0,17.669658609523935,In Progress
1136,51.0,8.39869384059863,In Progress
1137,82.0,11.2934583210837,In Progress
1138,82.0,19.393250428964414,Failed
1139,90.0,2.2647298303702343,In Progress
1140,62.0,13.318042141589816,Failed
1141,79.0,2.4080030289224745,In Progress
1142,82.0,8.133909640863507,Failed
1143,62.0,16.27247635867549,In Progress
1144,75.0,9.235972422357056,In Progress
1145,71.0,19.94646472415606,Passed
1146,74.0,11.62212641398544,In Progress
1147,51.0,7.102080900083116,In Progress
1148,87.0,5.1821151921903095,Passed
1149,88.0,7.659890151437074,Failed
1150,75.0,8.078132201431465,Passed
1151,95.0,2.3055598767552583,Passed
1152,99.0,8.02190978910869,Failed
1153,64.0,9.820531875045273,In Progress
1154,83.0,14.732017292537288,Failed
1155,91.0,13.47786020971055,In Progress
1156,93.0,14.46654744935393,In Progress
1157,98.0,1.1589099556602849,Failed
1158,89.0,5.135680592030185,Passed
1159,60.0,13.572001479597274,Failed
1160,52.0,10.195797995415196,In Progress
1161,55.0,1.100956037698573,Failed
1162,58.0,16.285398206204626,Failed
1163,55.0,15.68338189251641,In Progress
1164,58.0,11.41996409687769,Passed
1165,88.0,2.26280318974917,Failed
1166,80.0,15.563785941119107,In Progress
1167,81.0,12.090558166895915,In Progress
1168,90.0,15.857239566001224,Failed
1169,74.0,15.283192855520968,Passed
1170,61.0,16.257039367198907,Failed
1171,57.0,10.842153261687873,Passed
1172,74.0,3.666165845676785,Passed
1173,99.0,13.751991994214086,Passed
1174,77.0,12.78900191598744,Passed
1175,69.0,10.226638879347412,Failed
1176,96.0,4.2277391149639705,In Progress
1177,56.0,4.704528798105495,In Progress
1178,60.0,17.917780827167242,In Progress
1179,69.0,15.249578170589343,In Progress
1180,65.0,18.25634128530613,In Progress
1181,53.0,15.415591102114494,In Progress
1182,55.0,12.345950813815737,Failed
1183,71.0,13.4285220035296,Passed
1184,75.0,17.89343055486019,In Progress
1185,52.0,11.99732833572687,Failed
1186,90.0,13.01543516223936,In Progress
1187,91.0,3.973057604068411,In Progress
1188,63.0,10.004503182205951,Passed
1189,60.0,14.61154512720388,Passed
1190,67.0,6.147911268010943,Passed
1191,61.0,4.842829429966164,In Progress
1192,72.0,6.962709356263895,In Progress
1193,61.0,5.588511931863835,In Progress
1194,62.0,5.083340103691521,Passed
1195,74.0,9.072166014493652,Failed
1196,94.0,18.248931763787148,In Progress
1197,68.0,10.634133288035647,In Progress
1198,95.0,4.570487235491138,In Progress
1199,85.0,2.4624617182366078,Failed
1200,94.0,14.22696675762058,In Progress
1201,57.0,8.273176524291369,Failed
1202,78.0,16.614787985121826,In Progress
1203,81.0,13.530704604174634,Failed
1204,93.0,16.128587560286,In Progress
1205,67.0,6.166974748950526,Passed
1206,74.0,14.154819526760104,Passed
1207,67.0,6.017177709180657,Passed
1208,68.0,18.84230110955554,Passed
1209,74.0,13.091111349134112,In Progress
1210,86.0,7.1657242033315,Passed
1211,81.0,6.1207253835531805,Failed
1212,90.0,4.627605116361226,Passed
1213,52.0,14.198178218980829,Passed
1214,77.0,5.1555966469606185,Passed
1215,59.0,12.310762052622293,In Progress
1216,84.0,6.028065511581789,Passed
1217,78.0,13.577409951083505,Failed
1218,64.0,16.483854842270247,Passed
1219,82.0,15.78247961974841,Passed
1220,56.0,15.456175287684852,Passed
1221,61.0,4.56672570815279,Failed
1222,98.0,2.679313992705856,Passed
1223,79.0,14.280027741260326,Failed
1224,70.0,7.998597062092675,Failed
1225,80.0,9.214578301663598,Passed
1226,73.0,10.226638879347412,Failed
1227,69.0,5.931952536225935,In Progress
1228,86.0,1.6398516736148163,Passed
1229,53.0,17.704529679423704,Passed
1230,77.0,5.624536981152079,Failed
1231,93.0,11.589406221887153,Failed
1232,69.0,1.7406070925614778,Passed
1233,73.0,13.670100434807503,In Progress
1234,99.0,7.137519569327783,Failed
1235,98.0,18.06046455219565,Failed
1236,81.0,17.874245589746682,In Progress
1237,90.0,7.180521748873208,In Progress
1238,74.0,18.11825701811889,Passed
1239,83.0,19.9269957964768,In Progress
1240,85.0,16.682897618355014,Passed
1241,51.0,17.05255560734935,In Progress
1242,64.0,5.731165986072709,Failed
1243,83.0,11.95734557829737,Passed
1244,85.0,2.277862365379989,Passed
1245,74.0,2.8034407996117245,Passed
1246,88.0,19.97895962863252,In Progress
1247,91.0,10.226638879347412,Failed
1248,61.0,15.21549432892808,Passed
1249,52.0,16.326636007509514,Passed
1250,94.0,17.302442149137356,Passed
1251,67.0,19.95493765064097,Passed
1252,89.0,5.588433219880489,Failed
1253,70.0,1.7666657103342944,In Progress
1254,64.0,8.812638841897133,Failed
1255,82.0,3.471532726749992,Passed
1256,84.0,10.226638879347412,Failed
1257,75.0,7.848109715688236,Passed
1258,57.0,15.891026770429493,In Progress
1259,85.0,11.757433133276349,In Progress
1260,97.0,6.942781794996727,In Progress
1261,79.0,13.432498104361674,Passed
1262,72.0,5.408345425867403,Failed
1263,91.0,1.2732474753696157,In Progress
1264,93.0,15.52271434229212,Passed
1265,63.0,12.851118612416172,Passed
1266,63.0,15.48374986551824,Failed
1267,51.0,1.7398223170656466,In Progress
1268,86.0,10.226638879347412,Passed
1269,54.0,12.770997800689765,Failed
1270,87.0,11.704511663540163,In Progress
1271,94.0,12.8676669141761,Failed
1272,90.0,17.424231690498917,Failed
1273,96.0,12.151793624619234,Passed
1274,63.0,12.038057217875409,Passed
1275,88.0,10.226638879347412,Passed
1276,74.0,15.377873174302792,Failed
1277,69.0,9.40358230357157,Passed
1278,51.0,14.440543000625627,Failed
1279,88.0,8.395378962143981,Failed
1280,55.0,5.348633787186481,Passed
1281,66.0,12.340185660867428,In Progress
1282,74.0,18.63545986416508,In Progress
1283,77.0,18.653650880293792,In Progress
1284,51.0,7.496200284004316,Failed
1285,84.0,10.226638879347412,Failed
1286,74.0,5.021082072827363,Failed
1287,54.0,19.916991080478784,Passed
1288,50.0,19.641240249490775,Failed
1289,89.0,13.3406696644415,Passed
1290,61.0,16.283867133871993,Passed
