customer_id,customer_type,product,revenue,churn,support_tickets
11861,Startup,Developer API,1544.46,0,3
10354,SMB,Cloud Platform,1558.98,0,7
11334,Startup,Developer API,1249.88,0,3
10906,Startup,Analytics Suite,1564.15,0,5
11290,Startup,Cloud Platform,1093.31,1,5
11274,Startup,Developer API,1097.82,0,5
10939,Startup,Analytics Suite,1590.08,0,5
11732,Startup,Developer API,1536.81,0,2
10066,Enterprise,Cloud Platform,62867.61,0,1
11324,Startup,Cloud Platform,1139.45,0,1
10057,Enterprise,Analytics Suite,66686.31,0,0
11293,Startup,Analytics Suite,1736.78,0,5
11119,Startup,Developer API,1072.31,0,2
10585,SMB,Analytics Suite,1758.55,0,6
10375,SMB,Developer API,1855.76,0,4
10276,SMB,Cloud Platform,1568.16,0,3
10747,SMB,Analytics Suite,2108.51,0,5
10129,SMB,Cloud Platform,1728.17,0,3
11647,Startup,Developer API,1234.45,0,2
11853,Startup,Developer API,1132.32,0,4
10675,SMB,Analytics Suite,1808.62,0,5
11665,Startup,Analytics Suite,1027.49,0,5
11982,Startup,Analytics Suite,1280.41,0,6
11084,Startup,Developer API,1475.85,0,1
11923,Startup,Developer API,1741.08,0,5
10100,Enterprise,Cloud Platform,73706.2,0,0
11180,Startup,Cloud Platform,1265.96,0,5
10965,Startup,Developer API,1222.2,0,5
10793,SMB,Cloud Platform,1575.48,0,2
10030,Enterprise,Cloud Platform,81436.13,0,0
10629,SMB,Cloud Platform,2522.19,0,6
10945,Startup,Developer API,854.5,0,7
10573,SMB,Analytics Suite,1593.2,0,10
10908,Startup,Analytics Suite,1516.57,0,4
11081,Startup,Analytics Suite,1371.96,0,1
10451,SMB,Analytics Suite,1889.66,1,9
11610,Startup,Cloud Platform,1514.12,1,4
11291,Startup,Developer API,1028.38,0,3
11079,Startup,Cloud Platform,1372.88,0,3
10255,SMB,Analytics Suite,2189.87,0,5
10125,SMB,Cloud Platform,1870.07,0,6
11928,Startup,Analytics Suite,1736.22,0,3
10252,SMB,Cloud Platform,1993.05,0,9
10586,SMB,Developer API,1926.12,0,10
11569,Startup,Cloud Platform,1647.52,0,4
10825,SMB,Analytics Suite,1654.62,0,4
10508,SMB,Analytics Suite,1897.8,0,5
10890,SMB,Analytics Suite,2010.71,1,4
10071,Enterprise,Cloud Platform,66186.87,0,0
11609,Startup,Developer API,1509.18,0,0
11533,Startup,Developer API,1020.96,0,3
10248,SMB,Cloud Platform,2152.39,1,3
11451,Startup,Cloud Platform,1471.49,0,3
10213,SMB,Analytics Suite,1672.08,0,7
10910,Startup,Cloud Platform,1529.57,0,6
11742,Startup,Cloud Platform,1126.22,0,1
11245,Startup,Cloud Platform,1155.49,0,1
11697,Startup,Analytics Suite,1473.79,0,6
11183,Startup,Analytics Suite,1395.76,0,3
10362,SMB,Cloud Platform,1984.49,0,6
11474,Startup,Analytics Suite,1388.7,0,2
10679,SMB,Analytics Suite,2133.14,0,4
11622,Startup,Developer API,1204.56,0,3
11090,Startup,Analytics Suite,1089.45,0,3
11988,Startup,Cloud Platform,1660.86,0,4
11848,Startup,Developer API,1508.21,0,3
10988,Startup,Analytics Suite,1490.87,0,3
11513,Startup,Analytics Suite,1545.9,0,5
10112,SMB,Cloud Platform,1758.69,1,1
11488,Startup,Developer API,1264.2,0,2
11454,Startup,Analytics Suite,1199.7,1,4
10384,SMB,Developer API,1506.72,0,7
11396,Startup,Developer API,1283.32,0,1
11055,Startup,Analytics Suite,1427.69,0,4
10756,SMB,Analytics Suite,2318.26,1,5
10325,SMB,Cloud Platform,2325.23,0,7
11624,Startup,Analytics Suite,999.35,0,5
10788,SMB,Cloud Platform,2406.68,0,7
10369,SMB,Cloud Platform,2066.62,0,4
11820,Startup,Cloud Platform,1278.26,0,5
10070,Enterprise,Developer API,60300.44,0,2
10858,SMB,Cloud Platform,1406.04,1,5
11484,Startup,Cloud Platform,1386.21,0,7
11556,Startup,Cloud Platform,1213.32,0,6
11692,Startup,Analytics Suite,1128.77,0,5
11475,Startup,Cloud Platform,1341.62,1,5
11799,Startup,Developer API,1541.31,0,2
10479,SMB,Analytics Suite,1848.52,0,8
10282,SMB,Developer API,2347.2,0,4
11648,Startup,Analytics Suite,1325.56,0,3
11557,Startup,Developer API,1559.1,0,1
11730,Startup,Cloud Platform,970.06,0,3
10211,SMB,Analytics Suite,1848.08,0,9
10298,SMB,Cloud Platform,1993.74,0,5
11885,Startup,Cloud Platform,1562.24,0,5
11834,Startup,Cloud Platform,1200.93,0,3
10652,SMB,Developer API,1647.96,0,6
11234,Startup,Cloud Platform,1776.79,0,5
11503,Startup,Analytics Suite,917.25,0,5
11932,Startup,Analytics Suite,1194.04,0,5
10917,Startup,Analytics Suite,1619.55,0,5
10994,Startup,Analytics Suite,1272.66,0,3
10430,SMB,Cloud Platform,1403.85,0,5
11371,Startup,Developer API,1198.0,0,2
10240,SMB,Cloud Platform,1670.4,1,9
10880,SMB,Cloud Platform,2183.99,1,7
10621,SMB,Cloud Platform,2316.35,0,3
10257,SMB,Cloud Platform,2270.22,0,6
10612,SMB,Cloud Platform,1827.44,0,7
