customer_id,revenue,age,customer_segment,revenue_zscore,age_zscore,is_outlier_iqr_rev,is_outlier_iqr_age,revenue_capped,age_capped,is_outlier
10001,534.42,20,SMB,0.06770599289068831,1.4402100019985482,False,False,534.42,20.0,False
10002,367.08,45,SMB,0.07410092821233914,0.0676402379712645,False,False,367.08,45.0,False
10003,345.34,46,Retail,0.07493172714799523,0.012737447410173157,False,False,345.34,46.0,False
10004,345.35,26,Retail,0.07493134499577091,1.1107932586320002,False,False,345.35,26.0,False
10005,924.92,20,Retail,0.05278294853127244,1.4402100019985482,False,False,924.92,20.0,False
10006,618.97,42,Enterprise,0.06447489583412336,0.23234860965453855,False,False,618.97,42.0,False
10007,295.67,51,Retail,0.07682987724615703,0.2617765053952836,False,False,295.67,51.0,False
10008,548.16,29,Retail,0.06718091573448248,0.9460848869487262,False,False,548.16,29.0,False
10009,462.24,59,SMB,0.07046436764577828,0.7009988298840144,False,False,462.24,59.0,False
10010,90.55,26,Retail,0.08466858367126172,1.1107932586320002,False,False,90.55,26.0,False
10011,199.66,32,Enterprise,0.08049892075178448,0.781376515265452,False,False,199.66,32.0,False
10012,482.02,57,Retail,0.06970847054608752,0.5911932487618317,False,False,482.02,57.0,False
10013,877.13,42,Enterprise,0.05460925401126344,0.23234860965453855,False,False,877.13,42.0,False
10014,347.21,22,Retail,0.07486026468204872,1.3304044208763657,False,False,347.21,22.0,False
10015,280.92,28,Retail,0.07739355177701844,1.0009876775098174,False,False,280.92,28.0,False
10016,427.79,51,Retail,0.07178088205853597,0.2617765053952836,False,False,427.79,51.0,False
10017,270.18,41,Retail,0.07780398326593042,0.2872514002156299,False,False,270.18,41.0,False
10018,332.72,32,Enterprise,0.07541400325507801,0.781376515265452,False,False,332.72,32.0,False
10019,396.7,55,Enterprise,0.07296899332392455,0.481387667639649,False,False,396.7,55.0,False
10020,192.83,25,SMB,0.08075993072099014,1.1656960491930914,False,False,192.83,25.0,False
10021,637.2,22,Enterprise,0.06377823232920107,1.3304044208763657,False,False,637.2,22.0,False
10022,169.29,65,Retail,0.08165951705702253,1.0304155732505624,False,False,169.29,65.0,False
10023,154.89,43,SMB,0.082209816260033,0.1774458190934472,False,False,154.89,43.0,False
10024,450.18,35,SMB,0.07092524322829954,0.616668143582178,False,False,450.18,35.0,False
10025,609.52,23,SMB,0.06483602968609899,1.2755016303152742,False,False,609.52,23.0,False
10026,443.46,54,Retail,0.07118204952303778,0.42648487707855764,False,False,443.46,54.0,False
10027,372.34,65,Enterprise,0.0738999161423506,1.0304155732505624,False,False,372.34,65.0,False
10028,330.69,30,Retail,0.07549158015661352,0.8911820963876348,False,False,330.69,30.0,False
10029,297.44,45,SMB,0.07676223630245366,0.0676402379712645,False,False,297.44,45.0,False
10030,718.84,22,Retail,0.06065834156991116,1.3304044208763657,False,False,718.84,22.0,False
10031,484.75,30,Retail,0.0696041429888501,0.8911820963876348,False,False,484.75,30.0,False
10032,312.89,34,Enterprise,0.07617181111589034,0.6715709341432694,False,False,312.89,34.0,False
10033,256.04,67,Enterprise,0.07834434651110876,1.1402211543727452,False,False,256.04,67.0,False
10034,569.32,57,SMB,0.06637228162783654,0.5911932487618317,False,False,569.32,57.0,False
10035,709.42,62,Retail,0.06101832896521384,0.8657072015672884,False,False,709.42,62.0,False
10036,674.23,49,Retail,0.062363122642570684,0.15197092427310088,False,False,674.23,49.0,False
10037,227.64,46,Enterprise,0.0794296588281572,0.012737447410173157,False,False,227.64,46.0,False
