customer_id,customer_name,segment,signup_date,status,order_id,order_date,order_amount,payment_status
1001,Customer_1001,Retail,2024-12-16,Active,50985.0,2025-01-02,125.71,Paid
1001,Customer_1001,Retail,2024-12-16,Active,51308.0,2025-01-13,93.77,Paid
1001,Customer_1001,Retail,2024-12-16,Active,51604.0,2025-03-08,274.03,Paid
1001,Customer_1001,Retail,2024-12-16,Active,52217.0,2025-02-27,508.45,Processing
1001,Customer_1001,Retail,2024-12-16,Active,52324.0,2025-02-15,110.7,Paid
1001,Customer_1001,Retail,2024-12-16,Active,52612.0,2025-01-17,246.77,Paid
1001,Customer_1001,Retail,2024-12-16,Active,53442.0,2025-03-11,92.17,Paid
1001,Customer_1001,Retail,2024-12-16,Active,54633.0,2025-01-06,193.76,Paid
1002,Customer_1002,VIP,2024-08-19,Active,50129.0,2025-01-20,64.89,Paid
1002,Customer_1002,VIP,2024-08-19,Active,52033.0,2025-03-18,186.61,Paid
1002,Customer_1002,VIP,2024-08-19,Active,52575.0,2025-01-19,125.0,Paid
1002,Customer_1002,VIP,2024-08-19,Active,52589.0,2025-02-22,241.64,Paid
1002,Customer_1002,VIP,2024-08-19,Active,53016.0,2025-02-24,67.57,Paid
1002,Customer_1002,VIP,2024-08-19,Active,53712.0,2025-03-04,88.45,Paid
1003,Customer_1003,SMB,2024-08-21,Active,50421.0,2025-03-16,46.67,Paid
1003,Customer_1003,SMB,2024-08-21,Active,52492.0,2025-03-17,233.54,Paid
1003,Customer_1003,SMB,2024-08-21,Active,54787.0,2025-02-04,257.63,Paid
1004,Customer_1004,SMB,2024-01-23,Active,52726.0,2025-01-11,113.35,Paid
1004,Customer_1004,SMB,2024-01-23,Active,53267.0,2025-02-22,79.51,Paid
1004,Customer_1004,SMB,2024-01-23,Active,53812.0,2025-03-26,61.86,Paid
1004,Customer_1004,SMB,2024-01-23,Active,54361.0,2025-01-03,584.94,Paid
1004,Customer_1004,SMB,2024-01-23,Active,54491.0,2025-01-20,42.38,Refunded
1005,Customer_1005,Retail,2024-05-22,Active,51488.0,2025-02-05,290.39,Processing
1005,Customer_1005,Retail,2024-05-22,Active,51961.0,2025-03-09,194.07,Paid
1005,Customer_1005,Retail,2024-05-22,Active,53055.0,2025-02-04,54.63,Paid
1005,Customer_1005,Retail,2024-05-22,Active,54467.0,2025-02-10,299.18,Paid
1006,Customer_1006,Retail,2024-06-08,Active,51400.0,2025-03-14,158.21,Paid
1006,Customer_1006,Retail,2024-06-08,Active,52166.0,2025-03-04,124.25,Paid
1006,Customer_1006,Retail,2024-06-08,Active,52767.0,2025-02-09,123.84,Paid
1006,Customer_1006,Retail,2024-06-08,Active,54072.0,2025-01-17,334.71,Paid
1006,Customer_1006,Retail,2024-06-08,Active,54084.0,2025-02-18,93.4,Paid
1006,Customer_1006,Retail,2024-06-08,Active,54678.0,2025-02-06,895.16,Paid
1007,Customer_1007,Retail,2024-09-18,Active,51760.0,2025-02-11,248.49,Paid
1007,Customer_1007,Retail,2024-09-18,Active,51992.0,2025-01-27,21.98,Paid
1007,Customer_1007,Retail,2024-09-18,Active,52501.0,2025-03-25,161.71,Paid
1007,Customer_1007,Retail,2024-09-18,Active,52508.0,2025-02-19,306.42,Refunded
1007,Customer_1007,Retail,2024-09-18,Active,53769.0,2025-02-09,259.49,Paid
1007,Customer_1007,Retail,2024-09-18,Active,54161.0,2025-01-09,39.59,Paid
1007,Customer_1007,Retail,2024-09-18,Active,54890.0,2025-01-24,140.1,Paid
1008,Customer_1008,Enterprise,2024-09-12,Active,51092.0,2025-02-18,543.01,Paid
1008,Customer_1008,Enterprise,2024-09-12,Active,51137.0,2025-02-27,29.61,Paid
1008,Customer_1008,Enterprise,2024-09-12,Active,51499.0,2025-03-27,177.55,Paid
1008,Customer_1008,Enterprise,2024-09-12,Active,51899.0,2025-02-03,151.99,Paid
1008,Customer_1008,Enterprise,2024-09-12,Active,53811.0,2025-03-26,23.06,Paid
1009,Customer_1009,SMB,2024-11-26,Active,51193.0,2025-02-05,265.49,Refunded
1009,Customer_1009,SMB,2024-11-26,Active,52514.0,2025-01-26,259.79,Paid
1009,Customer_1009,SMB,2024-11-26,Active,53985.0,2025-01-24,32.16,Paid
1009,Customer_1009,SMB,2024-11-26,Active,54123.0,2025-01-01,101.84,Paid
1010,Customer_1010,SMB,2024-09-13,Active,50087.0,2025-02-11,35.29,Paid
1010,Customer_1010,SMB,2024-09-13,Active,50922.0,2025-03-18,64.45,Processing
1010,Customer_1010,SMB,2024-09-13,Active,52742.0,2025-01-02,247.16,Paid
1010,Customer_1010,SMB,2024-09-13,Active,53457.0,2025-01-27,70.23,Paid
1010,Customer_1010,SMB,2024-09-13,Active,54933.0,2025-02-05,117.58,Paid
1011,Customer_1011,Retail,2024-10-15,Active,50835.0,2025-03-11,271.46,Paid
1011,Customer_1011,Retail,2024-10-15,Active,52215.0,2025-01-04,29.03,Paid
1012,Customer_1012,VIP,2024-10-16,Dormant,50411.0,2025-01-20,216.94,Paid
1012,Customer_1012,VIP,2024-10-16,Dormant,50508.0,2025-01-23,227.25,Paid
1012,Customer_1012,VIP,2024-10-16,Dormant,51160.0,2025-03-06,264.63,Paid
1012,Customer_1012,VIP,2024-10-16,Dormant,52048.0,2025-02-04,147.76,Paid
1012,Customer_1012,VIP,2024-10-16,Dormant,52749.0,2025-01-16,197.76,Paid
1012,Customer_1012,VIP,2024-10-16,Dormant,54448.0,2025-01-09,169.78,Paid
1012,Customer_1012,VIP,2024-10-16,Dormant,54501.0,2025-01-09,337.97,Paid
1013,Customer_1013,Enterprise,2024-07-17,Active,50441.0,2025-01-09,158.11,Paid
1013,Customer_1013,Enterprise,2024-07-17,Active,50660.0,2025-02-25,32.37,Paid
1013,Customer_1013,Enterprise,2024-07-17,Active,50913.0,2025-01-18,221.65,Paid
1013,Customer_1013,Enterprise,2024-07-17,Active,52760.0,2025-01-13,85.48,Paid
1013,Customer_1013,Enterprise,2024-07-17,Active,53330.0,2025-02-08,61.62,Paid
1013,Customer_1013,Enterprise,2024-07-17,Active,53459.0,2025-02-15,50.89,Paid
1013,Customer_1013,Enterprise,2024-07-17,Active,54216.0,2025-03-01,73.61,Processing
1013,Customer_1013,Enterprise,2024-07-17,Active,54287.0,2025-03-09,177.68,Paid
1013,Customer_1013,Enterprise,2024-07-17,Active,54446.0,2025-02-19,124.17,Paid
1013,Customer_1013,Enterprise,2024-07-17,Active,54555.0,2025-03-24,296.79,Paid
1014,Customer_1014,Retail,2024-07-26,Active,50376.0,2025-01-04,109.85,Paid
